sysid,title,article_text,law_group,law_type
oic_39051,ที่ 708/2554 เรื่องเพิกถอนใบอนุญาตประกอบธุรกิจประกันวินาศภัย (วิคเตอรี),[กฎหมายประกันวินาศภัย] 2014-02-11 ที่ 708/2554 เรื่องเพิกถอนใบอนุญาตประกอบธุรกิจประกันวินาศภัย (วิคเตอรี),ประกันภัย,กฎหมายประกันวินาศภัย
oic_39052,ที่ 709/2554 เรื่อง เพิกถอนใบอนุญาตประกอบธุรกิจประกันวินาศภัย (ลิเบอร์ตี้),[กฎหมายประกันวินาศภัย] 2014-02-11 ที่ 709/2554 เรื่อง เพิกถอนใบอนุญาตประกอบธุรกิจประกันวินาศภัย (ลิเบอร์ตี้),ประกันภัย,กฎหมายประกันวินาศภัย
oic_39053,ที่ 576/2556 เรื่อง เพิกถอนใบอนุญาตประกอบธุรกิจประกันวินาศภัย,[กฎหมายประกันวินาศภัย] 2014-02-11 ที่ 576/2556 เรื่อง เพิกถอนใบอนุญาตประกอบธุรกิจประกันวินาศภัย,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39054,ที่ 1389/2556 เรื่อง ให้เลิกควบคุมบริษัท ฟินันซ่าประกันชีวิต จำกัด,[กฎหมายประกันวินาศภัย] 2014-02-11 ที่ 1389/2556 เรื่อง ให้เลิกควบคุมบริษัท ฟินันซ่าประกันชีวิต จำกัด,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39055,หลักเกณฑ์ เงื่อนไขการรับรองสถาบันให้เป็นผู้อบรม ผู้ขอรับ หรือขอต่ออายุใบอนุญาตเป็นผู้ประเมินวินาศภัยตามหลักสูตรการอบรมที่จะได้รับการขึ้นทะเบียน พ.ศ. 2553,[กฎหมายประกันวินาศภัย] 2014-02-11 หลักเกณฑ์ เงื่อนไขการรับรองสถาบันให้เป็นผู้อบรม ผู้ขอรับ หรือขอต่ออายุใบอนุญาตเป็นผู้ประเมินวินาศภัยตามหลักสูตรการอบรมที่จะได้รับการขึ้นทะเบียน พ.ศ. 2553,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39056,หลักสูตรการอบรมผู้ขอรับ หรือขอต่ออายุใบอนุญาตเป็นผู้ประเมินวินาศภัยของสำนักงาน พ.ศ. 2553,[กฎหมายประกันวินาศภัย] 2014-02-11 หลักสูตรการอบรมผู้ขอรับ หรือขอต่ออายุใบอนุญาตเป็นผู้ประเมินวินาศภัยของสำนักงาน พ.ศ. 2553,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39057,ขยายระยะเวลาการจัดทำและยื่นรายงานเกี่ยวกับฐานะการเงินและกิจการของบริษัทประกันวินาศภัย พ.ศ.2553,[กฎหมายประกันวินาศภัย] 2014-02-11 ขยายระยะเวลาการจัดทำและยื่นรายงานเกี่ยวกับฐานะการเงินและกิจการของบริษัทประกันวินาศภัย พ.ศ.2553,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39058,ขยายระยะเวลาการจัดทำและยื่นงบการเงินและรายงานเกี่ยวกับผลการดำเนินงานของบริษัทประกันวินาศภัย พ.ศ.2553,[กฎหมายประกันวินาศภัย] 2014-02-11 ขยายระยะเวลาการจัดทำและยื่นงบการเงินและรายงานเกี่ยวกับผลการดำเนินงานของบริษัทประกันวินาศภัย พ.ศ.2553,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39059,กำหนดหลักสูตร และวิธีการอบรมความรู้เกี่ยวกับการประกันชีวิต สำหรับผู้ขอรับ หรืออขอต่อใบอนุญาต เป็นตัวแทนประกันวินาศภัยสำหรับการประกันภัยรายย่อย พ.ศ.2553,[กฎหมายประกันวินาศภัย] 2014-02-11 กำหนดหลักสูตร และวิธีการอบรมความรู้เกี่ยวกับการประกันชีวิต สำหรับผู้ขอรับ หรืออขอต่อใบอนุญาต เป็นตัวแทนประกันวินาศภัยสำหรับการประกันภัยรายย่อย พ.ศ.2553,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39060,การขอขยายเวลาในการยื่นคำขอต่อใบอนุญาตเป็นตัวแทนประกันชีวิต ตัวแทนประกันวินาศภัย นายหน้าประกันชีวิตและนายหน้าประกันวินาศภัย เนื่องจากเหตุอุทกภัยครั้งใหญ่ พ.ศ.2554,[กฎหมายประกันวินาศภัย] 2014-02-11 การขอขยายเวลาในการยื่นคำขอต่อใบอนุญาตเป็นตัวแทนประกันชีวิต ตัวแทนประกันวินาศภัย นายหน้าประกันชีวิตและนายหน้าประกันวินาศภัย เนื่องจากเหตุอุทกภัยครั้งใหญ่ พ.ศ.2554,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39061,ขยายระยะเวลาการจัดทำและยื่นงบการเงินและรายการเกี่ยวกับผลการดำเนินงานของบริษัทประกันวินาศภัย,[กฎหมายประกันวินาศภัย] 2014-02-11 ขยายระยะเวลาการจัดทำและยื่นงบการเงินและรายการเกี่ยวกับผลการดำเนินงานของบริษัทประกันวินาศภัย,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39062,ขยายระยะเวลาการจัดทำและยื่นงบการเงินและรายงานเกี่ยวกับผลการดำเนินงานของบริษัทประกันวินาศภัย พ.ศ.2554,[กฎหมายประกันวินาศภัย] 2014-02-11 ขยายระยะเวลาการจัดทำและยื่นงบการเงินและรายงานเกี่ยวกับผลการดำเนินงานของบริษัทประกันวินาศภัย พ.ศ.2554,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39063,กำหนดหลักสูตรและวิธีการ การอบรมความรู้เกี่ยวกับการประกันวินาศภัย สำหรับผู้ขอและขอต่ออายุใบอนุญาตเป็นตัวแทนประกันวินาศภัยและนายหน้าประกันวินาศภัย,[กฎหมายประกันวินาศภัย] 2014-02-11 กำหนดหลักสูตรและวิธีการ การอบรมความรู้เกี่ยวกับการประกันวินาศภัย สำหรับผู้ขอและขอต่ออายุใบอนุญาตเป็นตัวแทนประกันวินาศภัยและนายหน้าประกันวินาศภัย,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39064,เรื่อง หลักเกณฑ์ วิธีการขอรับและการจ่ายเงินชดเชยส่วนต่างค่าเบี้ยประกันภัยสำหรับกรมธรรม์ประกันภัยทรัพย์สินคุ้มครองภัยก่อการร้าย,[กฎหมายประกันวินาศภัย] 2014-02-11 เรื่อง หลักเกณฑ์ วิธีการขอรับและการจ่ายเงินชดเชยส่วนต่างค่าเบี้ยประกันภัยสำหรับกรมธรรม์ประกันภัยทรัพย์สินคุ้มครองภัยก่อการร้าย,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39065,เรื่อง แบบการส่งเงินสมทบของบริษัทประกันวินาศภัย และการขอนำเงินสมทบส่วนที่เกินไปจ่ายเป็นเงินสมทบสำหรับรอบสามเดือนต่อๆ ไป,[กฎหมายประกันวินาศภัย] 2014-02-11 เรื่อง แบบการส่งเงินสมทบของบริษัทประกันวินาศภัย และการขอนำเงินสมทบส่วนที่เกินไปจ่ายเป็นเงินสมทบสำหรับรอบสามเดือนต่อๆ ไป,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39066,แนวทางในการกำกับดูแลกิจการที่ดีของบริษัทประกันภัย (ฉบับที่ 2),[กฎหมายประกันวินาศภัย] 2014-02-11 แนวทางในการกำกับดูแลกิจการที่ดีของบริษัทประกันภัย (ฉบับที่ 2),ประกันภัย,กฎหมายประกันวินาศภัย
oic_39067,แนวทางปฏิบัติในการกำกับดูแลกิจการที่ดีของบริษัทประกันภัย,[กฎหมายประกันวินาศภัย] 2014-02-11 แนวทางปฏิบัติในการกำกับดูแลกิจการที่ดีของบริษัทประกันภัย,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39068,แนวทางในการควบเข้ากันหรือโอนกิจการหรือรับโอนกิจการของบริษัทประกันวินาศภัย,[กฎหมายประกันวินาศภัย] 2014-02-11 แนวทางในการควบเข้ากันหรือโอนกิจการหรือรับโอนกิจการของบริษัทประกันวินาศภัย,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39069,แนวทางการปฏิบัติในการใช้บริการจากบุคคลภายนอกของบริษัทประกันภัย,[กฎหมายประกันวินาศภัย] 2014-02-11 แนวทางการปฏิบัติในการใช้บริการจากบุคคลภายนอกของบริษัทประกันภัย,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39070,กำหนดอัตรา หลักเกณฑ์ วิธีการ เงื่อนไข และระยะเวลาที่บริษัทต้องนำส่งเงินเข้ากองทุนประกันวินาศภัย (ฉบับที่ 2) พ.ศ. 2556,[กฎหมายประกันวินาศภัย] 2014-02-11 กำหนดอัตรา หลักเกณฑ์ วิธีการ เงื่อนไข และระยะเวลาที่บริษัทต้องนำส่งเงินเข้ากองทุนประกันวินาศภัย (ฉบับที่ 2) พ.ศ. 2556,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39071,หลักเกณฑ์ วิธีการ และอัตราเงินสมทบที่บริษัทประกันวินาศภัย บริษัทประกันชีวิตต้องนำส่งให้แก่สำนักงานคณะกรรมการกำกับและส่งเสริมการประกอบธุรกิจประกันภัย (ฉบับที่ 2) พ.ศ. 2556,[กฎหมายประกันวินาศภัย] 2014-02-11 หลักเกณฑ์ วิธีการ และอัตราเงินสมทบที่บริษัทประกันวินาศภัย บริษัทประกันชีวิตต้องนำส่งให้แก่สำนักงานคณะกรรมการกำกับและส่งเสริมการประกอบธุรกิจประกันภัย (ฉบับที่ 2) พ.ศ. 2556,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39072,หลักเกณฑ์การมอบรางวัลตัวแทนประกันภัย นายหน้าประกันภัยนิติบุคคลคุณภาพดีเด่น ปี 2555,[กฎหมายประกันวินาศภัย] 2014-02-11 หลักเกณฑ์การมอบรางวัลตัวแทนประกันภัย นายหน้าประกันภัยนิติบุคคลคุณภาพดีเด่น ปี 2555,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39073,กำหนดหลักสูตรและวิธีการ การอบรมความรู้เกี่ยวกับการประกันวินาศภัย สำหรับผู้ขอรับและขอต่ออายุใบอนุญาตเป็นตัวแทนประกันวินาศภัย และนายหน้าประกันวินาศภัย พ.ศ. 2556,[กฎหมายประกันวินาศภัย] 2014-02-11 กำหนดหลักสูตรและวิธีการ การอบรมความรู้เกี่ยวกับการประกันวินาศภัย สำหรับผู้ขอรับและขอต่ออายุใบอนุญาตเป็นตัวแทนประกันวินาศภัย และนายหน้าประกันวินาศภัย พ.ศ. 2556,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39074,กำหนดกรณ๊ที่ถือว่ากรรมการ ผู้จัดการ บุคคลซึ่งมีอำนาจกระทำการแทนบริษัทประกันวินาศภัยหรือที่ปรึกษาของบริษัทประกันวินาศภัย มีประวัติเสียหายหรือดำเนินกิจการใดที่มีลักษณะที่แสดงถึงการขาดความรับผิดชอบหรือคว,[กฎหมายประกันวินาศภัย] 2014-02-11 กำหนดกรณ๊ที่ถือว่ากรรมการ ผู้จัดการ บุคคลซึ่งมีอำนาจกระทำการแทนบริษัทประกันวินาศภัยหรือที่ปรึกษาของบริษัทประกันวินาศภัย มีประวัติเสียหายหรือดำเนินกิจการใดที่มีลักษณะที่แสดงถึงการขาดความรับผิดชอบหรือคว,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39075,หลักเกณฑ์ วิธีการ และอัตราเงินสมทบที่บริษัทประกันต้องนำส่งให้สำนักงาน คปภ.,[กฎหมายประกันวินาศภัย] 2014-02-11 หลักเกณฑ์ วิธีการ และอัตราเงินสมทบที่บริษัทประกันต้องนำส่งให้สำนักงาน คปภ.,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39076,หลักเกณฑ์ วิธีการและเงื่อนไขในการขออนุญาตเปิดสาขา ย้ายที่ตั้งสำนักงานใหญ่หรือสำนักงานสาขา หรือยกเลิกสาขาของบริษัทประกันวินาศภัย พ.ศ. 2551,[กฎหมายประกันวินาศภัย] 2014-02-11 หลักเกณฑ์ วิธีการและเงื่อนไขในการขออนุญาตเปิดสาขา ย้ายที่ตั้งสำนักงานใหญ่หรือสำนักงานสาขา หรือยกเลิกสาขาของบริษัทประกันวินาศภัย พ.ศ. 2551,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39077,เรื่อง หลักเกณฑ์ วิธีการ และเงื่อนไขในการขอรับใบอนุญาต การขอต่ออายุใบอนุญาต และการออกใบอนุญาตเป็นนักคณิตศาสตร์ประกันภัย (ประเภทประกันวินาศภัย),[กฎหมายประกันวินาศภัย] 2014-02-11 เรื่อง หลักเกณฑ์ วิธีการ และเงื่อนไขในการขอรับใบอนุญาต การขอต่ออายุใบอนุญาต และการออกใบอนุญาตเป็นนักคณิตศาสตร์ประกันภัย (ประเภทประกันวินาศภัย),ประกันภัย,กฎหมายประกันวินาศภัย
oic_39078,หลักเกณฑ์และเงื่อนไขในการออกใบอนุญาตให้นิติบุคคลประเภทสถาบันการเงินเป็นนายหน้าประกันวินาศภัย,[กฎหมายประกันวินาศภัย] 2014-02-11 หลักเกณฑ์และเงื่อนไขในการออกใบอนุญาตให้นิติบุคคลประเภทสถาบันการเงินเป็นนายหน้าประกันวินาศภัย,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39079,หลักเกณฑ์และเงื่อนไขในการยกเว้นให้บุคคลที่เป็นหรือทำหน้าที่กรรมการ ผู้จัดการ ฯ ของบริษัทประกันวินาศภัยไปเป็นกรรมการผู้จัดการ ผุ้จัดการ ฯ ของบริษัทประกันวินาศภัยอื่น พ.ศ.2551,[กฎหมายประกันวินาศภัย] 2014-02-11 หลักเกณฑ์และเงื่อนไขในการยกเว้นให้บุคคลที่เป็นหรือทำหน้าที่กรรมการ ผู้จัดการ ฯ ของบริษัทประกันวินาศภัยไปเป็นกรรมการผู้จัดการ ผุ้จัดการ ฯ ของบริษัทประกันวินาศภัยอื่น พ.ศ.2551,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39080,กำหนดจำนวน ชนิด วิธีการและเงื่อนไขในการดำรงทรัพย์สินไว้ในประเทศไทยของสาขาบริษัทประกันวินาศภัยต่างประเทศ พ.ศ.2551,[กฎหมายประกันวินาศภัย] 2014-02-11 กำหนดจำนวน ชนิด วิธีการและเงื่อนไขในการดำรงทรัพย์สินไว้ในประเทศไทยของสาขาบริษัทประกันวินาศภัยต่างประเทศ พ.ศ.2551,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39081,กำหนดแบบและรายการสมุดทะเบียนเกี่ยวกับธุรกิจของนายหน้าประกันวินาศภัย พ.ศ. 2551,[กฎหมายประกันวินาศภัย] 2014-02-11 กำหนดแบบและรายการสมุดทะเบียนเกี่ยวกับธุรกิจของนายหน้าประกันวินาศภัย พ.ศ. 2551,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39082,อัตราค่าจ้าง หรือค่าบำเหน็จสำหรับตัวแทนประกันวินาศภัยและนายหน้าประกันวินาศภัย พ.ศ.2551,[กฎหมายประกันวินาศภัย] 2014-02-11 อัตราค่าจ้าง หรือค่าบำเหน็จสำหรับตัวแทนประกันวินาศภัยและนายหน้าประกันวินาศภัย พ.ศ.2551,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39083,กำหนดรายการเกี่ยวกับการรับประกันอัคคีภัย,[กฎหมายประกันวินาศภัย] 2014-02-11 กำหนดรายการเกี่ยวกับการรับประกันอัคคีภัย,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39084,กำหนดแบบและรายการสมุดทะเบียนเกี่ยวกับธุรกิจของบริษัทประกันวินาศภัย พ.ศ. 2551,[กฎหมายประกันวินาศภัย] 2014-02-11 กำหนดแบบและรายการสมุดทะเบียนเกี่ยวกับธุรกิจของบริษัทประกันวินาศภัย พ.ศ. 2551,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39085,หลักเกณฑ์ วิธีการ เงื่อนไข การขออนุญาต การอนุญาตและการต่ออายุใบอนุญาตเป็นตัวแทนประกันวินาศภัยและนายหน้าประกันวินาศภัย พ.ศ. 255,[กฎหมายประกันวินาศภัย] 2014-02-11 หลักเกณฑ์ วิธีการ เงื่อนไข การขออนุญาต การอนุญาตและการต่ออายุใบอนุญาตเป็นตัวแทนประกันวินาศภัยและนายหน้าประกันวินาศภัย พ.ศ. 255,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39086,หลักเกณฑ์ วิธีการและเงื่อนไขในการเปิดเผยข้อมูลเกี่ยวกับฐานะการเงินและผลการดำเนินงานของบริษัทประกันวินาศภัย พ.ศ. 2551,[กฎหมายประกันวินาศภัย] 2014-02-11 หลักเกณฑ์ วิธีการและเงื่อนไขในการเปิดเผยข้อมูลเกี่ยวกับฐานะการเงินและผลการดำเนินงานของบริษัทประกันวินาศภัย พ.ศ. 2551,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39087,ให้บริษัทประกันวินาศภัยยื่นรายงานเกี่ยวกับฐานะการเงินและกิจการของบริษัท พ.ศ. 2551,[กฎหมายประกันวินาศภัย] 2014-02-11 ให้บริษัทประกันวินาศภัยยื่นรายงานเกี่ยวกับฐานะการเงินและกิจการของบริษัท พ.ศ. 2551,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39088,หลักเกณฑ์ วิธีการ และเงื่อนไขในการกำหนดมาตรฐานขั้นต่ำในการบริหารความเสี่ยง ของบริษัทประกันวินาศภัย พ.ศ.2551,[กฎหมายประกันวินาศภัย] 2014-02-11 หลักเกณฑ์ วิธีการ และเงื่อนไขในการกำหนดมาตรฐานขั้นต่ำในการบริหารความเสี่ยง ของบริษัทประกันวินาศภัย พ.ศ.2551,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39090,กำหนดแบบหลักเกณฑ์ วิธีการ เงื่อนไข และระยะเวลาการส่งรายงานประจำปีการคำนวณความรับผิดตามกรมธรรม์ประกันภัย พ.ศ.2552,[กฎหมายประกันวินาศภัย] 2014-02-11 กำหนดแบบหลักเกณฑ์ วิธีการ เงื่อนไข และระยะเวลาการส่งรายงานประจำปีการคำนวณความรับผิดตามกรมธรรม์ประกันภัย พ.ศ.2552,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39089,กำหนดอัตรา หลักเกณฑ์ วิธีการ เงื่อนไข และระยะเวลาที่บริษัทต้องนำส่งเงินเข้ากองทุนประกันวินาศภัย พ.ศ. 2552,[กฎหมายประกันวินาศภัย] 2014-02-11 กำหนดอัตรา หลักเกณฑ์ วิธีการ เงื่อนไข และระยะเวลาที่บริษัทต้องนำส่งเงินเข้ากองทุนประกันวินาศภัย พ.ศ. 2552,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39091,กำหนดหลักเกณฑ์ วิธีการออก การเสนอขายกรมธรรม์ประกันภัย และการปฏิบัติหน้าที่ของตัวแทนประกันวินาศภัย นายหน้าประกันวินาศภัย และธนาคาร พ.ศ. 2552,[กฎหมายประกันวินาศภัย] 2014-02-11 กำหนดหลักเกณฑ์ วิธีการออก การเสนอขายกรมธรรม์ประกันภัย และการปฏิบัติหน้าที่ของตัวแทนประกันวินาศภัย นายหน้าประกันวินาศภัย และธนาคาร พ.ศ. 2552,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39092,การเงินและรายงานเกี่ยวกับผลการดำเนินงานของบริษัทประกันวินาศภัย พ.ศ.2552,[กฎหมายประกันวินาศภัย] 2014-02-11 การเงินและรายงานเกี่ยวกับผลการดำเนินงานของบริษัทประกันวินาศภัย พ.ศ.2552,ประกันภัย,กฎหมายประกันวินาศภัย
oic_39093,หลักทรัพย์ของบริษัทประกันวินาศภัยที่ต้องวางไว้กับนายทะเบียนเป็นหลักทรัพย์ประกัน พ.ศ.2552,[กฎหมายประกันวินาศภัย] 2014-02-11 หลักทรัพย์ของบริษัทประกันวินาศภัยที่ต้องวางไว้กับนายทะเบียนเป็นหลักทรัพย์ประกัน พ.ศ.2552,ประกันภัย,กฎหมายประกันวินาศภัย
